"","Date","Beach","Attendance","Month","Year"
"540","08/02/2017","Rockaway",15000,"August","2017"
"541","08/02/2017","Midland",600,"August","2017"
"542","08/02/2017","South beach",750,"August","2017"
"543","08/02/2017","Wolfe's Pond",115,"August","2017"
"544","08/02/2017","Cedar Grove",125,"August","2017"
"545","08/03/2017","Orchard",2150,"August","2017"
"546","08/03/2017","Coney Island",18500,"August","2017"
"547","08/03/2017","Manhattan",950,"August","2017"
"548","08/03/2017","Rockaway",29000,"August","2017"
"549","08/03/2017","Midland",550,"August","2017"
"550","08/03/2017","South beach",750,"August","2017"
"551","08/03/2017","Wolfe's Pond",105,"August","2017"
"552","08/03/2017","Cedar Grove",120,"August","2017"
"553","08/04/2017","Orchard",4450,"August","2017"
"554","08/04/2017","Coney Island",76000,"August","2017"
"555","08/04/2017","Manhattan",900,"August","2017"
"556","08/04/2017","Rockaway",38800,"August","2017"
"557","08/04/2017","Midland",2350,"August","2017"
"558","08/04/2017","South beach",2900,"August","2017"
"559","08/04/2017","Wolfe's Pond",450,"August","2017"
"560","08/04/2017","Cedar Grove",70,"August","2017"
"561","08/05/2017","Orchard",75500,"August","2017"
"562","08/05/2017","Coney Island",185000,"August","2017"
"563","08/05/2017","Manhattan",3500,"August","2017"
"564","08/05/2017","Rockaway",123000,"August","2017"
"565","08/05/2017","Midland",8400,"August","2017"
"566","08/05/2017","South beach",5400,"August","2017"
"567","08/05/2017","Wolfe's Pond",1550,"August","2017"
"568","08/05/2017","Cedar Grove",225,"August","2017"
"569","08/06/2017","Orchard",650,"August","2017"
"570","08/06/2017","Coney Island",550,"August","2017"
"571","08/06/2017","Manhattan",280,"August","2017"
"572","08/06/2017","Rockaway",345,"August","2017"
"573","08/06/2017","Midland",250,"August","2017"
"574","08/06/2017","South beach",350,"August","2017"
"575","08/06/2017","Wolfe's Pond",0,"August","2017"
"576","08/06/2017","Cedar Grove",0,"August","2017"
"577","08/07/2017","Orchard",500,"August","2017"
"578","08/07/2017","Coney Island",3000,"August","2017"
"579","08/07/2017","Manhattan",550,"August","2017"
"580","08/07/2017","Rockaway",14400,"August","2017"
"581","08/07/2017","Midland",525,"August","2017"
"582","08/07/2017","South beach",625,"August","2017"
"583","08/07/2017","Wolfe's Pond",90,"August","2017"
"584","08/07/2017","Cedar Grove",25,"August","2017"
"585","08/08/2017","Orchard",2950,"August","2017"
"586","08/08/2017","Coney Island",16500,"August","2017"
"587","08/08/2017","Manhattan",1250,"August","2017"
"588","08/08/2017","Rockaway",10500,"August","2017"
"589","08/08/2017","Midland",3500,"August","2017"
"590","08/08/2017","South beach",4000,"August","2017"
"591","08/08/2017","Wolfe's Pond",300,"August","2017"
"592","08/08/2017","Cedar Grove",250,"August","2017"
"593","08/09/2017","Orchard",9900,"August","2017"
"594","08/09/2017","Coney Island",10500,"August","2017"
"595","08/09/2017","Manhattan",1150,"August","2017"
"596","08/09/2017","Rockaway",27500,"August","2017"
"597","08/09/2017","Midland",3300,"August","2017"
"598","08/09/2017","South beach",3900,"August","2017"
"599","08/09/2017","Wolfe's Pond",115,"August","2017"
"600","08/09/2017","Cedar Grove",140,"August","2017"
"601","08/10/2017","Orchard",1350,"August","2017"
"602","08/10/2017","Coney Island",16000,"August","2017"
"603","08/10/2017","Manhattan",1400,"August","2017"
"604","08/10/2017","Rockaway",24000,"August","2017"
"605","08/10/2017","Midland",2400,"August","2017"
"606","08/10/2017","South beach",2950,"August","2017"
"607","08/10/2017","Wolfe's Pond",85,"August","2017"
"608","08/10/2017","Cedar Grove",125,"August","2017"
"609","08/11/2017","Orchard",3500,"August","2017"
"610","08/11/2017","Coney Island",83000,"August","2017"
"611","08/11/2017","Manhattan",1250,"August","2017"
"612","08/11/2017","Rockaway",13600,"August","2017"
"613","08/11/2017","Midland",3000,"August","2017"
"614","08/11/2017","South beach",3500,"August","2017"
"615","08/11/2017","Wolfe's Pond",270,"August","2017"
"616","08/11/2017","Cedar Grove",45,"August","2017"
"617","08/12/2017","Orchard",86000,"August","2017"
"618","08/12/2017","Coney Island",295000,"August","2017"
"619","08/12/2017","Manhattan",5500,"August","2017"
"620","08/12/2017","Rockaway",137000,"August","2017"
"621","08/12/2017","Midland",5500,"August","2017"
"622","08/12/2017","South beach",6300,"August","2017"
"623","08/12/2017","Wolfe's Pond",840,"August","2017"
"624","08/12/2017","Cedar Grove",420,"August","2017"
"625","08/13/2017","Orchard",1150,"August","2017"
"626","08/13/2017","Coney Island",9500,"August","2017"
"627","08/13/2017","Manhattan",1000,"August","2017"
"628","08/13/2017","Rockaway",14500,"August","2017"
"629","08/13/2017","Midland",1400,"August","2017"
"630","08/13/2017","South beach",1700,"August","2017"
"631","08/13/2017","Wolfe's Pond",70,"August","2017"
"632","08/13/2017","Cedar Grove",60,"August","2017"
"633","08/14/2017","Orchard",500,"August","2017"
"634","08/14/2017","Coney Island",1550,"August","2017"
"635","08/14/2017","Manhattan",500,"August","2017"
"636","08/14/2017","Rockaway",3000,"August","2017"
"637","08/14/2017","Midland",300,"August","2017"
"638","08/14/2017","South beach",400,"August","2017"
"639","08/14/2017","Wolfe's Pond",40,"August","2017"
"640","08/14/2017","Cedar Grove",20,"August","2017"
"641","08/15/2017","Orchard",45550,"August","2017"
"642","08/15/2017","Coney Island",20800,"August","2017"
"643","08/15/2017","Manhattan",1300,"August","2017"
"644","08/15/2017","Rockaway",33500,"August","2017"
"645","08/15/2017","Midland",1650,"August","2017"
"646","08/15/2017","South beach",1900,"August","2017"
"647","08/15/2017","Wolfe's Pond",215,"August","2017"
"648","08/15/2017","Cedar Grove",365,"August","2017"
"649","08/16/2017","Orchard",9500,"August","2017"
"650","08/16/2017","Coney Island",20000,"August","2017"
"651","08/16/2017","Manhattan",1400,"August","2017"
"652","08/16/2017","Rockaway",50100,"August","2017"
"653","08/16/2017","Midland",1050,"August","2017"
"654","08/16/2017","South beach",1300,"August","2017"
"655","08/16/2017","Wolfe's Pond",145,"August","2017"
"656","08/16/2017","Cedar Grove",265,"August","2017"
"657","08/17/2017","Orchard",300,"August","2017"
"658","08/17/2017","Coney Island",3000,"August","2017"
"659","08/17/2017","Manhattan",70,"August","2017"
"660","08/17/2017","Rockaway",1500,"August","2017"
"661","08/17/2017","Midland",270,"August","2017"
"662","08/17/2017","South beach",370,"August","2017"
"663","08/17/2017","Wolfe's Pond",25,"August","2017"
"664","08/17/2017","Cedar Grove",30,"August","2017"
"665","08/18/2017","Orchard",83500,"August","2017"
"666","08/18/2017","Coney Island",125000,"August","2017"
"667","08/18/2017","Manhattan",3100,"August","2017"
"668","08/18/2017","Rockaway",203000,"August","2017"
"669","08/18/2017","Midland",9100,"August","2017"
"670","08/18/2017","South beach",7300,"August","2017"
"671","08/18/2017","Wolfe's Pond",440,"August","2017"
"672","08/18/2017","Cedar Grove",295,"August","2017"
"673","08/19/2017","Orchard",100000,"August","2017"
"674","08/19/2017","Coney Island",345000,"August","2017"
"675","08/19/2017","Manhattan",5700,"August","2017"
"676","08/19/2017","Rockaway",206000,"August","2017"
"677","08/19/2017","Midland",5600,"August","2017"
"678","08/19/2017","South beach",5600,"August","2017"
"679","08/19/2017","Wolfe's Pond",1600,"August","2017"
"680","08/19/2017","Cedar Grove",350,"August","2017"
"681","08/20/2017","Orchard",2850,"August","2017"
"682","08/20/2017","Coney Island",31500,"August","2017"
"683","08/20/2017","Manhattan",1150,"August","2017"
"684","08/20/2017","Rockaway",63000,"August","2017"
"685","08/20/2017","Midland",4700,"August","2017"
"686","08/20/2017","South beach",6500,"August","2017"
"687","08/20/2017","Wolfe's Pond",125,"August","2017"
"688","08/20/2017","Cedar Grove",190,"August","2017"
"689","08/21/2017","Orchard",50550,"August","2017"
"690","08/21/2017","Coney Island",25000,"August","2017"
"691","08/21/2017","Manhattan",1200,"August","2017"
"692","08/21/2017","Rockaway",47000,"August","2017"
"693","08/21/2017","Midland",2500,"August","2017"
"694","08/21/2017","South beach",2900,"August","2017"
"695","08/21/2017","Wolfe's Pond",140,"August","2017"
"696","08/21/2017","Cedar Grove",125,"August","2017"
"697","08/22/2017","Orchard",28550,"August","2017"
"698","08/22/2017","Coney Island",26500,"August","2017"
"699","08/22/2017","Manhattan",1250,"August","2017"
"700","08/22/2017","Rockaway",43500,"August","2017"
"701","08/22/2017","Midland",2050,"August","2017"
"702","08/22/2017","South beach",2700,"August","2017"
"703","08/22/2017","Wolfe's Pond",110,"August","2017"
"704","08/22/2017","Cedar Grove",115,"August","2017"
"705","08/23/2017","Orchard",3675,"August","2017"
"706","08/23/2017","Coney Island",22500,"August","2017"
"707","08/23/2017","Manhattan",1700,"August","2017"
"708","08/23/2017","Rockaway",30000,"August","2017"
"709","08/23/2017","Midland",1800,"August","2017"
"710","08/23/2017","South beach",2200,"August","2017"
"711","08/23/2017","Wolfe's Pond",115,"August","2017"
"712","08/23/2017","Cedar Grove",260,"August","2017"
"713","08/24/2017","Orchard",2850,"August","2017"
"714","08/24/2017","Coney Island",11000,"August","2017"
"715","08/24/2017","Manhattan",1050,"August","2017"
"716","08/24/2017","Rockaway",25000,"August","2017"
"717","08/24/2017","Midland",1250,"August","2017"
"718","08/24/2017","South beach",1550,"August","2017"
"719","08/24/2017","Wolfe's Pond",110,"August","2017"
"720","08/24/2017","Cedar Grove",245,"August","2017"
"721","08/25/2017","Orchard",83400,"August","2017"
"722","08/25/2017","Coney Island",164000,"August","2017"
"723","08/25/2017","Manhattan",2000,"August","2017"
"724","08/25/2017","Rockaway",135000,"August","2017"
"725","08/25/2017","Midland",7700,"August","2017"
"726","08/25/2017","South beach",7400,"August","2017"
"727","08/25/2017","Wolfe's Pond",530,"August","2017"
"728","08/25/2017","Cedar Grove",210,"August","2017"
"729","08/26/2017","Orchard",97000,"August","2017"
"730","08/26/2017","Coney Island",173500,"August","2017"
"731","08/26/2017","Manhattan",1600,"August","2017"
"732","08/26/2017","Rockaway",125000,"August","2017"
"733","08/26/2017","Midland",5800,"August","2017"
"734","08/26/2017","South beach",6300,"August","2017"
"735","08/26/2017","Wolfe's Pond",280,"August","2017"
"736","08/26/2017","Cedar Grove",325,"August","2017"
"737","08/27/2017","Orchard",1750,"August","2017"
"738","08/27/2017","Coney Island",9000,"August","2017"
"739","08/27/2017","Manhattan",600,"August","2017"
"740","08/27/2017","Rockaway",18000,"August","2017"
"741","08/27/2017","Midland",945,"August","2017"
"742","08/27/2017","South beach",1170,"August","2017"
"743","08/27/2017","Wolfe's Pond",90,"August","2017"
"744","08/27/2017","Cedar Grove",95,"August","2017"
"745","08/28/2017","Orchard",250,"August","2017"
"746","08/28/2017","Coney Island",450,"August","2017"
"747","08/28/2017","Manhattan",260,"August","2017"
"748","08/28/2017","Rockaway",3000,"August","2017"
"749","08/28/2017","Midland",450,"August","2017"
"750","08/28/2017","South beach",570,"August","2017"
"751","08/28/2017","Wolfe's Pond",25,"August","2017"
"752","08/28/2017","Cedar Grove",5,"August","2017"
"753","08/29/2017","Orchard",2350,"August","2017"
"754","08/29/2017","Coney Island",20500,"August","2017"
"755","08/29/2017","Manhattan",1100,"August","2017"
"756","08/29/2017","Rockaway",17000,"August","2017"
"757","08/29/2017","Midland",1350,"August","2017"
"758","08/29/2017","South beach",1445,"August","2017"
"759","08/29/2017","Wolfe's Pond",155,"August","2017"
"760","08/29/2017","Cedar Grove",105,"August","2017"
"761","08/30/2017","Orchard",1700,"August","2017"
"762","08/30/2017","Coney Island",7750,"August","2017"
"763","08/30/2017","Manhattan",700,"August","2017"
"764","08/30/2017","Rockaway",10500,"August","2017"
"765","08/30/2017","Midland",900,"August","2017"
"766","08/30/2017","South beach",1150,"August","2017"
"767","08/30/2017","Wolfe's Pond",40,"August","2017"
"768","08/30/2017","Cedar Grove",65,"August","2017"
"769","08/31/2017","Orchard",500,"August","2017"
"770","08/31/2017","Coney Island",17500,"August","2017"
"771","08/31/2017","Manhattan",1300,"August","2017"
"772","08/31/2017","Rockaway",2900,"August","2017"
"773","08/31/2017","Midland",3700,"August","2017"
"774","08/31/2017","South beach",1300,"August","2017"
"775","08/31/2017","Wolfe's Pond",55,"August","2017"
"776","08/31/2017","Cedar Grove",90,"August","2017"
"777","09/01/2017","Orchard",1550,"September","2017"
"778","09/01/2017","Coney Island",10000,"September","2017"
"779","09/01/2017","Manhattan",700,"September","2017"
"780","09/01/2017","Rockaway",3200,"September","2017"
"781","09/01/2017","Midland",1150,"September","2017"
"782","09/01/2017","South beach",1400,"September","2017"
"783","09/01/2017","Wolfe's Pond",105,"September","2017"
"784","09/01/2017","Cedar Grove",10,"September","2017"
"785","09/02/2017","Orchard",350,"September","2017"
"786","09/02/2017","Coney Island",20075,"September","2017"
"787","09/02/2017","Manhattan",400,"September","2017"
"788","09/02/2017","Rockaway",700,"September","2017"
"789","09/02/2017","Midland",850,"September","2017"
"790","09/02/2017","South beach",870,"September","2017"
"791","09/02/2017","Wolfe's Pond",100,"September","2017"
"792","09/02/2017","Cedar Grove",25,"September","2017"
"793","09/03/2017","Orchard",93500,"September","2017"
"794","09/03/2017","Coney Island",80000,"September","2017"
"795","09/03/2017","Manhattan",3500,"September","2017"
"796","09/03/2017","Rockaway",143500,"September","2017"
"797","09/03/2017","Midland",6100,"September","2017"
"798","09/03/2017","South beach",6400,"September","2017"
"799","09/03/2017","Wolfe's Pond",890,"September","2017"
"800","09/03/2017","Cedar Grove",360,"September","2017"
"801","09/04/2017","Orchard",2500,"September","2017"
"802","09/04/2017","Coney Island",16000,"September","2017"
"803","09/04/2017","Manhattan",700,"September","2017"
"804","09/04/2017","Rockaway",13500,"September","2017"
"805","09/04/2017","Midland",1200,"September","2017"
"806","09/04/2017","South beach",1370,"September","2017"
"807","09/04/2017","Wolfe's Pond",35,"September","2017"
"808","09/04/2017","Cedar Grove",15,"September","2017"
"809","09/05/2017","Orchard",125,"September","2017"
"810","09/05/2017","Coney Island",160,"September","2017"
"811","09/05/2017","Manhattan",150,"September","2017"
"812","09/05/2017","Rockaway",800,"September","2017"
"813","09/05/2017","Midland",425,"September","2017"
"814","09/05/2017","South beach",525,"September","2017"
"815","09/05/2017","Wolfe's Pond",0,"September","2017"
"816","09/05/2017","Cedar Grove",0,"September","2017"
"817","09/06/2017","Orchard",350,"September","2017"
"818","09/06/2017","Coney Island",4000,"September","2017"
"819","09/06/2017","Manhattan",375,"September","2017"
"820","09/06/2017","Rockaway",3300,"September","2017"
"821","09/06/2017","Midland",650,"September","2017"
"822","09/06/2017","South beach",750,"September","2017"
"823","09/06/2017","Wolfe's Pond",0,"September","2017"
"824","09/06/2017","Cedar Grove",0,"September","2017"
"825","09/07/2017","Orchard",350,"September","2017"
"826","09/07/2017","Coney Island",3300,"September","2017"
"827","09/07/2017","Manhattan",650,"September","2017"
"828","09/07/2017","Rockaway",2900,"September","2017"
"829","09/07/2017","Midland",750,"September","2017"
"830","09/07/2017","South beach",900,"September","2017"
"831","09/07/2017","Wolfe's Pond",0,"September","2017"
"832","09/07/2017","Cedar Grove",0,"September","2017"
"833","09/08/2017","Orchard",3750,"September","2017"
"834","09/08/2017","Coney Island",6000,"September","2017"
"835","09/08/2017","Manhattan",1150,"September","2017"
"836","09/08/2017","Rockaway",18000,"September","2017"
"837","09/08/2017","Midland",2925,"September","2017"
"838","09/08/2017","South beach",2150,"September","2017"
"839","09/08/2017","Wolfe's Pond",0,"September","2017"
"840","09/08/2017","Cedar Grove",0,"September","2017"
"841","09/09/2017","Orchard",4250,"September","2017"
"842","09/09/2017","Coney Island",6000,"September","2017"
"843","09/09/2017","Manhattan",800,"September","2017"
"844","09/09/2017","Rockaway",34000,"September","2017"
"845","09/09/2017","Midland",1750,"September","2017"
"846","09/09/2017","South beach",1700,"September","2017"
"847","09/09/2017","Wolfe's Pond",0,"September","2017"
"848","09/09/2017","Cedar Grove",0,"September","2017"
"849","05/26/2018","Orchard",11000,"May","2018"
"850","05/26/2018","Coney Island",165000,"May","2018"
"851","05/26/2018","Manhattan",5000,"May","2018"
"852","05/26/2018","Rockaway",208000,"May","2018"
"853","05/26/2018","Midland",8700,"May","2018"
"854","05/26/2018","South beach",8000,"May","2018"
"855","05/26/2018","Wolfe's Pond",815,"May","2018"
"856","05/26/2018","Cedar Grove",165,"May","2018"
"857","05/27/2018","Orchard",700,"May","2018"
"858","05/27/2018","Coney Island",1515,"May","2018"
"859","05/27/2018","Manhattan",25,"May","2018"
"860","05/27/2018","Rockaway",300,"May","2018"
"861","05/27/2018","Midland",230,"May","2018"
"862","05/27/2018","South beach",400,"May","2018"
"863","05/27/2018","Wolfe's Pond",30,"May","2018"
"864","05/27/2018","Cedar Grove",0,"May","2018"
"865","05/28/2018","Orchard",5500,"May","2018"
"866","05/28/2018","Coney Island",11500,"May","2018"
"867","05/28/2018","Manhattan",3000,"May","2018"
"868","05/28/2018","Rockaway",6000,"May","2018"
"869","05/28/2018","Midland",1000,"May","2018"
"870","05/28/2018","South beach",4400,"May","2018"
"871","05/28/2018","Wolfe's Pond",690,"May","2018"
"872","05/28/2018","Cedar Grove",17,"May","2018"
"873","05/29/2018","Orchard",8500,"May","2018"
"874","05/29/2018","Coney Island",4500,"May","2018"
"875","05/29/2018","Manhattan",1100,"May","2018"
"876","05/29/2018","Rockaway",11000,"May","2018"
"877","05/29/2018","Midland",1200,"May","2018"
"878","05/29/2018","South beach",1700,"May","2018"
"879","05/29/2018","Wolfe's Pond",750,"May","2018"
"880","05/29/2018","Cedar Grove",51,"May","2018"
"881","05/30/2018","Orchard",1325,"May","2018"
